,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
9862,52,Wolf Street,Colin,Warren,61,Husband,Married,Male,Risk analyst,None,Christian
9863,52,Wolf Street,Jean,Warren,21,Daughter,Single,Female,Risk analyst,None,Christian
9864,52,Wolf Street,Gemma,Warren,21,Daughter,Single,Female,University Student,None,None
9865,52,Wolf Street,Darren,Warren,17,Son,NA,Male,Student,None,NA
9866,52,Wolf Street,Naomi,Warren,11,Daughter,NA,Female,Student,None,NA
9867,52,Wolf Street,Sian,Warren,9,Daughter,NA,Female,Student,None,NA
9868,52,Wolf Street,Charlie,Clark,9,Son,NA,Male,Student,None,NA
9869,52,Wolf Street,Adam,Clark,9,Son,NA,Male,Student,None,NA
9870,53,Wolf Street,Louise,Jones,35,Head,Married,Female,"Teacher, early years/pre",None,None
9871,53,Wolf Street,Charlie,Jones,36,Husband,Married,Male,Scientific laboratory technician,None,None
9872,53,Wolf Street,Roger,Jones,4,Son,NA,Male,Child,None,NA
9873,53,Wolf Street,Bruce,Jones,3,Son,NA,Male,Child,None,NA
9874,53,Wolf Street,Oliver,Bailey,59,Lodger,Single,Male,"Education officer, environmental",None,Catholic
9875,54,Wolf Street,Guy,Lewis,38,Head,Single,male,Animator,None,Methodist
9876,54,Wolf Street,Stuart,Jones,44,None,Single,Male,Retail manager,None,None
9877,54,Wolf Street,Charles,Baker,21,None,Single,Male,University Student,None,Methodist
9878,54,Wolf Street,Malcolm,Long,52,None,Single,Male,"Scientist, research (medical)",None,Christian
9879,54,Wolf Street,John,Greenwood,38,None,Single,Male,"Scientist, product/process development",None,Catholic
9880,54,Wolf Street,Louise,Stokes,55,None,Single,Female,Advertising account planner,None,None
9881,54,Wolf Street,Christian,Shaw,62,None,Single,Male,"Engineer, drilling",None,Christian
9882,54,Wolf Street,Rita,Marsh,58,None,Single,Female,Dance movement psychotherapist,None,Christian
9883,54,Wolf Street,Steven,Nicholls,61,None,Single,Male,Pensions consultant,None,None
9884,54,Wolf Street,Alison,Slater,34,None,Single,Female,"Psychologist, counselling",None,Methodist
9885,55,Wolf Street,Suzanne,Carter,45,Head,Married,Female,Adult nurse,None,Catholic
9886,55,Wolf Street,Alexander,Carter,47,Husband,Married,Male,Sales promotion account executive,None,Catholic
9887,55,Wolf Street,Tina,Carter,15,Daughter,NA,Female,Student,None,NA
9888,55,Wolf Street,Glenn,Carter,12,Son,NA,Male,Student,None,NA
9889,55,Wolf Street,Teresa,Carter,12,Daughter,NA,Female,Student,None,NA
9890,55,Wolf Street,Melanie,Carter,10,Daughter,NA,Female,Student,None,NA
9891,55,Wolf Street,Janice,Carter,3,Daughter,NA,Female,Child,None,NA
9892,55,Wolf Street,Alice,Carter,1,Daughter,NA,Female,Child,None,NA
9893,55,Wolf Street,Iain,Davis,46,Lodger,Divorced,Male,Management consultant,None,Christian
9894,55,Wolf Street,Katherine,Hobbs,35,Lodger,Divorced,Female,Unemployed,None,Catholic
9895,55,Wolf Street,Neil,Johnson,35,Lodger,Single,Male,Chiropractor,None,None
9896,56,Wolf Street,Patricia,Jordan,30,Head,Married,Female,Tax inspector,None,None
9897,56,Wolf Street,Christopher,Jordan,27,Husband,Married,M,Software engineer,None,None
9898,56,Wolf Street,Graeme,Jordan,2,Son,NA,Male,Child,None,NA
9899,56,Wolf Street,Kerry,Hancock,45,Lodger,Divorced,Female,"Surveyor, hydrographic",None,Christian
9900,56,Wolf Street,Julia,Hanson,49,Lodger,Single,Female,Dietitian,None,None
9901,57,Wolf Street,Louise,Connolly,35,Head,Single,Female,Fast food restaurant manager,None,Christian
9902,57,Wolf Street,Aaron,Jones,37,Partner,Single,M,Chief Technology Officer,None,None
9903,57,Wolf Street,Adam,Connolly,4,Son,NA,Male,Child,None,NA
9904,57,Wolf Street,Louise,Connolly,0,Daughter,NA,Female,Child,None,NA
9905,57,Wolf Street,Emma,Owen,62,Lodger,Divorced,Female,Higher education careers adviser,None,Methodist
9906,58,Wolf Street,Alan,Ryan,43,Head,Married,male,Speech and language therapist,None,Catholic
9907,58,Wolf Street,Harriet,Ryan,43,Wife,Married,Female,Systems developer,None,Catholic
9908,58,Wolf Street,Jay,Ryan,15,Son,NA,Male,Student,None,NA
9909,58,Wolf Street,Nicole,Ryan,14,Daughter,NA,Female,Student,None,NA
9910,58,Wolf Street,Beverley,Ryan,11,Daughter,NA,Female,Student,None,NA
9911,58,Wolf Street,Stanley,Ryan,8,Son,NA,Male,Student,None,NA
9912,58,Wolf Street,Joanna,Ryan,4,Daughter,NA,Female,Child,None,NA
9913,58,Wolf Street,Marion,Ryan,0,Daughter,NA,Female,Child,None,NA
9914,58,Wolf Street,Terry,Clarke,47,Lodger,Divorced,Male,"Engineer, maintenance",None,Catholic
9915,58,Wolf Street,Glenn,Begum,37,Lodger,Single,Male,"Civil engineer, contracting",None,None
9916,58,Wolf Street,Sylvia,Kennedy,63,Lodger,Single,Female,Production engineer,None,Methodist
9917,58,Wolf Street,Tracy,Robinson,51,Lodger,Divorced,Female,Hospital pharmacist,None,Christian
9918,59,Wolf Street,Elizabeth,Green,59,Head,Single,Female,Unemployed,None,Christian
9919,59,Wolf Street,Frederick,Green,29,Son,Single,Male,Unemployed,None,None
9920,59,Wolf Street,Maureen,Green,26,Daughter,Single,Female,Recycling officer,None,Christian
9921,59,Wolf Street,Mitchell,Gough,22,Son,Divorced,Male,University Student,None,Christian
9922,59,Wolf Street,Maurice,Gough,22,Son,Single,Male,Materials engineer,None,Christian
9923,59,Wolf Street,Geraldine,Gough,21,Daughter,Divorced,Female,University Student,None,None
9924,59,Wolf Street,Nicola,Roberts-Gough,17,Daughter,NA,Female,Student,None,NA
9925,59,Wolf Street,Carole,Roberts-Gough,15,Daughter,NA,Female,Student,None,NA
9926,59,Wolf Street,Kyle,Roberts-Gough,12,Son,NA,Male,Student,None,NA
9927,59,Wolf Street,Glen,Roberts-Gough,8,Son,NA,Male,Student,None,NA
9928,59,Wolf Street,Christian,Roberts-Gough,7,Son,NA,Male,Student,None,NA
9929,59,Wolf Street,Jeffrey,Roberts-Gough,6,Son,NA,Male,Student,None,NA
9930,60,Wolf Street,Jennifer,Morton,58,Head,Married,Female,Environmental health practitioner,None,None
9931,60,Wolf Street,Robert,Morton,58,Husband,Married,Male,Chemical engineer,None,None
9932,60,Wolf Street,Clive,Morton,31,Son,Single,Male,Air traffic controller,None,None
9933,60,Wolf Street,Gail,Morton,29,Daughter,Divorced,Female,"Scientist, audiological",None,None
9934,61,Wolf Street,Linda,Waters,49,Head,Single,Female,General practice doctor,None,Christian
9935,61,Wolf Street,Gail,Waters,25,Daughter,Single,Female,IT trainer,None,Christian
9936,61,Wolf Street,Oliver,Edwards-Waters,20,Son,Divorced,Male,University Student,None,Christian
9937,61,Wolf Street,Ashley,Edwards-Waters,16,Son,NA,Male,Student,None,NA
9938,61,Wolf Street,Dean,Edwards-Waters,12,Son,NA,Male,Student,None,NA
9939,62,Wolf Street,Charlene,Stone,38,Head,Married,Female,"Embryologist, clinical",None,None
9940,62,Wolf Street,Marcus,Stone,40,Husband,Married,Male,Administrator,None,None
9941,62,Wolf Street,Valerie,Stone,11,Daughter,NA,Female,Student,None,NA
9942,63,Wolf Street,Amber,Brown,35,Head,Single,Female,Unemployed,None,None
9943,63,Wolf Street,Beverley,Brown,8,Daughter,NA,Female,Student,None,NA
9944,63,Wolf Street,Ian,Brown,5,Son,NA,Male,Student,None,NA
9945,63,Wolf Street,Damien,Brown,2,Son,NA,Male,Child,None,NA
9946,63,Wolf Street,Jade,Daniels,38,Visitor,Divorced,Female,Special educational needs teacher,None,Methodist
9947,64,Wolf Street,Valerie,Gibson,47,Head,Divorced,Female,Cartographer,None,None
9948,64,Wolf Street,Derek,Gibson,22,Son,Single,Male,University Student,None,None
9949,64,Wolf Street,William,Gibson,18,Son,Single,Male,Student,None,None
9950,64,Wolf Street,Julia,Gibson,16,Daughter,NA,Female,Student,None,NA
9951,64,Wolf Street,Jeffrey,Gibson,15,Son,NA,Male,Student,None,NA
9952,65,Wolf Street,Teresa,Morley,71,Head,Married,Female,Retired Aeronautical engineer,None,None
9953,65,Wolf Street,Timothy,Mason,73,Husband,Married,Male,Retired Medical laboratory scientific officer,None,None
9954,65,Wolf Street,Donald,Morley,37,Son,Single,Male,"Psychologist, counselling",None,None
9955,65,Wolf Street,Stuart,Morley,33,Son,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
9956,65,Wolf Street,George,Morley,32,Son,Divorced,Male,"Surveyor, commercial/residential",None,None
9957,65,Wolf Street,Wayne,Morley,29,Son,Divorced,Male,Data scientist,None,None
9958,65,Wolf Street,Josephine,Morley,25,Daughter,Divorced,Female,Chief of Staff,None,None
9959,65,Wolf Street,Sean,Morley,22,Son,Single,Male,University Student,None,None
9960,65,Wolf Street,Andrea,Morley,16,Daughter,NA,Female,Student,None,NA
9961,65,Wolf Street,Tony,Morley,14,Son,NA,Male,Student,None,NA
9962,66,Wolf Street,Hilary,Holt-Clarke,27,Head,Married,Female,Land,None,None
9963,66,Wolf Street,Dominic,Holt-Clarke,29,Husband,Married,Male,"Teacher, secondary school",None,None
9964,66,Wolf Street,Sara,Holt-Clarke,9,Daughter,NA,Female,Student,None,NA
9965,66,Wolf Street,Julia,Holt-Clarke,3,Daughter,NA,Female,Child,None,NA
9966,66,Wolf Street,Josephine,Holt-Clarke,0,Daughter,NA,Female,Child,None,NA
9967,67,Wolf Street,Andrew,Harris,33,Head,Married,Male,Land/geomatics surveyor,None,Muslim
9968,67,Wolf Street,Joanne,Harris,31,Wife,Married,Female,"Research officer, trade union",None,Muslim
9969,67,Wolf Street,Nicole,Harris,7,Daughter,NA,Female,Student,None,NA
9970,68,Wolf Street,Linda,Lewis,36,Head,Married,Female,Systems developer,None,Catholic
9971,68,Wolf Street,Oliver,Lewis,38,Husband,Married,M,"Radiographer, therapeutic",None,None
9972,68,Wolf Street,Sam,Lewis,7,Son,NA,Male,Student,None,NA
9973,68,Wolf Street,Keith,Lewis,3,Son,NA,Male,Child,None,NA
9974,68,Wolf Street,Thomas,Lewis,1,Son,NA,Male,Child,None,NA
9975,69,Wolf Street,Clare,Wright,48,Head,Single,Female,"Engineer, aeronautical",None,None
9976,70,Wolf Street,Natasha,Jennings,87,Head,Married,Female,Retired Mental health nurse,None,Catholic
9977,70,Wolf Street,Lee,Jennings,92,Husband,Married,Male,Retired Press photographer,None,Catholic
9978,70,Wolf Street,Tony,Jennings,66,Son,Widowed,Male,Catering manager,None,None
9979,70,Wolf Street,Mohamed,Graham-Jennings,61,Son,Single,Male,Commercial art gallery manager,None,Catholic
9980,70,Wolf Street,Harry,Graham-Jennings,58,Son,Single,Male,"Therapist, art",None,Catholic
9981,70,Wolf Street,Justin,Graham-Jennings,56,Son,Single,Male,Community development worker,None,Catholic
9982,70,Wolf Street,Jake,Graham-Jennings,53,Son,Single,Male,Industrial/product designer,None,None
9983,70,Wolf Street,David,Graham-Jennings,50,Son,Widowed,Male,"Engineer, maintenance (IT)",None,None
9984,70,Wolf Street,Jason,Graham-Jennings,49,Son,Divorced,Male,Soil scientist,None,Catholic
9985,70,Wolf Street,Grace,Graham-Jennings,49,Daughter,Divorced,Female,Travel agency manager,None,None
9986,70,Wolf Street,Frances,Graham-Jennings,49,Daughter,Single,Female,Commissioning editor,None,Catholic
9987,71,Wolf Street,Sara,Carter,36,Head,Married,Female,Pension scheme manager,None,None
9988,71,Wolf Street,Callum,Carter,42,Husband,Married,Male,Nature conservation officer,None,None
9989,71,Wolf Street,Danny,Carter,5,Son,NA,Male,Student,None,NA
9990,71,Wolf Street,Joel,Carter,1,Son,NA,Male,Child,None,NA
9991,71,Wolf Street,Billy,Roberts,43,Lodger,Single,Male,Industrial buyer,None,Christian
9992,72,Wolf Street,Callum,Bailey,60,Head,Married,Male,Estate manager/land agent,None,Methodist
9993,72,Wolf Street,Lauren,Bailey,53,Wife,Married,Female,Building services engineer,None,Methodist
9994,72,Wolf Street,Marie,Bailey,36,Adopted Daughter,Single,Female,"Editor, commissioning",None,Methodist
9995,72,Wolf Street,Terence,Bailey,26,Son,Single,Male,"Surveyor, land/geomatics",None,Methodist
9996,72,Wolf Street,Henry,Bailey,25,Son,Single,Male,Air traffic controller,None,None
9997,73,Wolf Street,Barbara,Cox,77,Head,Widowed,Female,Retired Quality manager,None,Christian
9998,73,Wolf Street,Charlene,Cox,39,Daughter,Single,Female,Sports administrator,None,Christian
9999,73,Wolf Street,Brian,Cox,35,Son,Widowed,Male,"Psychologist, forensic",None,Christian
10000,73,Wolf Street,Marie,Cox,29,Daughter,Single,Female,"Psychologist, clinical",None,Christian
10001,73,Wolf Street,Nicola,Cox,25,Daughter,Single,Female,Water engineer,None,Christian
10002,74,Wolf Street,Amy,Gibbs,46,Head,Single,Female,Sports administrator,None,Christian
10003,74,Wolf Street,Ashley,Greenwood,48,Partner,Single,Male,Accommodation manager,None,Christian
10004,74,Wolf Street,Joyce,Gibbs,20,Daughter,Single,Female,Drilling engineer,None,Christian
10005,74,Wolf Street,Anna,Gibbs,20,Daughter,Divorced,Female,University Student,None,Christian
10006,74,Wolf Street,Alexander,Gibbs,9,Son,NA,Male,Student,None,NA
10007,75,Wolf Street,Aaron,Harrison,56,Head,Single,Male,Medical illustrator,None,Methodist
10008,75,Wolf Street,Adam,Gibson,32,None,Single,Male,Paramedic,None,Muslim
10009,75,Wolf Street,Mary,Byrne,47,None,Single,Female,Radio broadcast assistant,None,Christian
10010,75,Wolf Street,Marcus,Davis,57,None,Single,Male,Animal technologist,None,Catholic
10011,75,Wolf Street,Jasmine,Turnbull,63,None,Single,Female,Ship broker,None,None
10012,75,Wolf Street,Ruth,Parry,20,None,Single,Female,University Student,None,None
10013,75,Wolf Street,Danielle,Green,37,None,Single,Female,Furniture conservator/restorer,None,Christian
10014,75,Wolf Street,Rebecca,Armstrong,40,None,Single,Female,Chief Executive Officer,None,Methodist
10015,75,Wolf Street,Alice,Jones,20,None,Single,Female,University Student,None,None
10016,76,Wolf Street,Sylvia,Lloyd,33,Head,Divorced,Female,Equities trader,None,Christian
10017,76,Wolf Street,Danielle,Simpson,17,Daughter,NA,Female,Student,None,NA
10018,76,Wolf Street,John,Simpson,12,Son,NA,Male,Student,None,NA
10019,76,Wolf Street,Frances,Simpson,8,Daughter,NA,Female,Student,None,NA
10020,76,Wolf Street,Conor,Simpson,8,Son,NA,Male,Student,None,NA
10021,76,Wolf Street,Gareth,Simpson,5,Son,NA,Male,Student,None,NA
10022,76,Wolf Street,Christopher,Simpson,0,Son,NA,Male,Child,None,NA
10023,76,Wolf Street,Mohammad,Fuller,38,Lodger,Single,Male,Broadcast presenter,None,Housekeeper
10024,76,Wolf Street,Paul,Burton,41,Lodger,Divorced,Male,Media planner,None,Christian
10025,76,Wolf Street,Ann,Griffiths,49,Lodger,Divorced,Female,Retail merchandiser,None,Catholic
10026,76,Wolf Street,Danielle,Chambers,39,Lodger,Divorced,Female,"Engineer, agricultural",None,Catholic
10027,77,Wolf Street,Janet,Howells,48,Head,Single,Female,Tour manager,None,None
10028,77,Wolf Street,Jemma,Howells,17,Daughter,NA,Female,Student,None,NA
10029,77,Wolf Street,Jenna,Howells,13,Daughter,NA,Female,Student,None,NA
10030,77,Wolf Street,Kimberley,Howells,9,Daughter,NA,Female,Student,None,NA
10031,77,Wolf Street,Pamela,Howells,7,Daughter,NA,Female,Student,None,NA
10032,77,Wolf Street,Lynn,Howells,3,Daughter,NA,Female,Child,None,NA
10033,77,Wolf Street,Albert,Howells,3,Son,NA,Male,Child,None,NA
10034,77,Wolf Street,Naomi,Howells,2,Daughter,NA,Female,Child,None,NA
10035,77,Wolf Street,Donald,Jones,51,Lodger,Single,Male,Accommodation manager,None,Methodist
10036,77,Wolf Street,Jane,Baker,56,Lodger,Single,female,Nature conservation officer,None,None
10037,78,Wolf Street,Katy,King,69,Head,Single,Female,Retired Advertising art director,None,Catholic
10038,78,Wolf Street,Russell,Wilson,76,Partner,Single,Male,Retired Hotel manager,None,None
10039,78,Wolf Street,Andrew,King,27,Son,Single,Male,Consulting civil engineer,None,Catholic
10040,78,Wolf Street,Gerard,King,23,Son,Divorced,Male,Acupuncturist,None,Catholic
10041,78,Wolf Street,John,King,1,Son,NA,Male,Child,None,NA
10042,79,Wolf Street,Leanne,Jones,52,Head,Married,Female,"Engineer, manufacturing",None,None
10043,79,Wolf Street,Bernard,Jones,54,Husband,Married,Male,Optometrist,None,None
10044,79,Wolf Street,Gillian,Jones,36,Daughter,Single,Female,Horticultural consultant,None,None
10045,79,Wolf Street,Rosemary,Jones,29,Daughter,Single,Female,Unemployed,None,None
10046,79,Wolf Street,Lynda,Jones,26,Daughter,Single,Female,Armed forces technical officer,None,None
10047,79,Wolf Street,Christine,Jones,23,Daughter,Divorced,Female,Gaffer,None,None
10048,79,Wolf Street,Joyce,Jones,19,Daughter,Widowed,Female,University Student,None,None
10049,79,Wolf Street,Clifford,Jones,18,Son,Divorced,Male,Student,None,None
10050,79,Wolf Street,George,Slater,15,Son,NA,Male,Student,None,NA
10051,80,Wolf Street,Emily,Barber,61,Head,Married,Female,Water quality scientist,None,Christian
10052,80,Wolf Street,Mohammed,Barber,63,Husband,Married,Male,Unemployed,None,None
10053,80,Wolf Street,Dominic,Barber,20,Son,Divorced,Male,University Student,None,None
10054,80,Wolf Street,Ronald,Barber,16,Son,NA,Male,Student,None,NA
10055,80,Wolf Street,Amelia,Barber,15,Daughter,NA,Female,Student,None,NA
10056,80,Wolf Street,Derek,Bailey-Barber,15,Son,NA,male,Student,None,NA
10057,80,Wolf Street,Andrea,Bailey-Barber,14,Daughter,NA,Female,Student,None,NA
10058,80,Wolf Street,Sandra,Bailey-Barber,10,Daughter,NA,Female,Student,None,NA
10059,81,Wolf Street,Kieran,Evans,79,Head,Married,Male,"Retired Surveyor, mining",None,Christian
10060,81,Wolf Street,Vanessa,Evans,77,Wife,Married,Female,Retired Customer service manager,None,Christian
10061,81,Wolf Street,Graham,Joyce,14,Grandson,NA,Male,Student,None,NA
10062,81,Wolf Street,Harry,Joyce,10,Grandson,NA,Male,Student,None,NA
10063,81,Wolf Street,James,Wood,8,Grandson,NA,Male,Student,None,NA
10064,82,Wolf Street,Abigail,Dale,66,Head,Married,Female,General practice doctor,None,Christian
10065,82,Wolf Street,Brandon,Dale,64,Husband,Married,Male,"Psychologist, occupational",None,None
10066,82,Wolf Street,Joanna,Dale,24,Daughter,Single,Female,Air broker,None,Christian
10067,82,Wolf Street,Elaine,Dale,24,Daughter,Single,Female,Chief Financial Officer,None,Christian
10068,82,Wolf Street,Molly,Dale,22,Daughter,Single,Female,University Student,None,None
10069,82,Wolf Street,Jennifer,Dale,20,Daughter,Single,Female,Recycling officer,Mental Disability,Christian
10070,82,Wolf Street,Elizabeth,Dale,17,Daughter,NA,Female,Student,None,NA
10071,82,Wolf Street,Megan,Dale,12,Daughter,NA,Female,Student,None,NA
10072,83,Wolf Street,Fiona,Dale,46,Head,Married,Female,Statistician,None,None
10073,83,Wolf Street,Josh,Dale,48,Husband,Married,Male,Theme park manager,None,None
10074,83,Wolf Street,Bethany,Dale,6,Adopted Daughter,NA,Female,Student,None,NA
10075,83,Wolf Street,Donald,Dale,3,Son,NA,Male,Child,None,NA
10076,84,Wolf Street,Bethan,Price,38,Head,Married,Female,Estate manager/land agent,None,Christian
10077,84,Wolf Street,Steven,Price,40,Husband,Married,Male,Cytogeneticist,None,Christian
10078,84,Wolf Street,Christian,Price,8,Son,NA,Male,Student,None,NA
10079,84,Wolf Street,Barbara,Price,7,Daughter,NA,Female,Student,None,NA
10080,84,Wolf Street,Robin,Price,3,Son,NA,Male,Child,None,NA
10081,84,Wolf Street,Hazel,Jones,3,Daughter,NA,Female,Child,None,NA
10082,84,Wolf Street,Tina Grace,Jones,2,Daughter,NA,Female,Child,None,NA
10083,84,Wolf Street,Gareth,Jones,0,Son,NA,Male,Child,None,NA
10084,84,Wolf Street,Adam,Jones,0,Son,NA,Male,Child,None,NA
10085,84,Wolf Street,Steven,Peters,24,Lodger,Divorced,Male,Investment analyst,None,None
10086,84,Wolf Street,Martin,Hodgson,26,Lodger,Single,M,Lawyer,None,Catholic
10087,85,Wolf Street,Jayne,Reeves,40,Head,Single,Female,"Research officer, trade union",None,None
10088,85,Wolf Street,Ricky,Dodd,41,Partner,Single,Male,Land,None,None
10089,85,Wolf Street,Matthew,Reeves,13,Son,NA,Male,Student,None,NA
10090,85,Wolf Street,Tracy,Reeves,12,Daughter,NA,Female,Student,None,NA
10091,85,Wolf Street,Damien,Reeves,10,Son,NA,Male,Student,None,NA
10092,86,Wolf Street,Lisa,Walker,63,Head,Married,Female,Cartographer,None,Christian
10093,86,Wolf Street,Cameron,Walker,65,Husband,Married,Male,"Lecturer, further education",None,Christian
10094,86,Wolf Street,Victoria,Walker,40,Daughter,Single,Female,Amenity horticulturist,None,Christian
10095,86,Wolf Street,Timothy,Walker,40,Son,Single,Male,Equities trader,None,None
